X,Y,Long,Lat,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
-123.51851617618567,46.182081796860473,547633.7830000001,1629763.7200000000,Plate 1,Tg3,Gnat Creek formation,srm.M.wgg.gnt.nd.nd.sms,marine sedimentary rocks,Miocene,Whalecove-Gnat Creek Group,Gnat Creek Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.519266337754047,46.13032210652495,546749.6287000000,1610901.7630000000,Plate 1,Tfs,"Wanapum Basalt, Frenchman Springs Member subaerial basalt flows",vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.693989659933763,46.114808026969889,502247.1957000000,1606923.0680000000,Plate 1,Tawu,"Astoria Formation, Wickiup Mountain member, upper part",srm.M.asg.ast.wkp.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Wickiup Mountain member,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.20571423958522,46.015858858768155,624849.9252000001,1566399.3300000001,na,Tpb,"Pittsburg Bluff Formation, East Fork Member",srm.O.ypb.pbl.nd.nd.tfx,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.217036310856301,46.009939269842342,621902.7442000000,1564336.3030000001,na,Tpb,"Pittsburg Bluff Formation, East Fork Member",srm.O.ypb.pbl.nd.nd.tfx,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.219254704898773,46.019993414527377,621460.6670000000,1568020.2800000000,na,Ts1,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.20342204178344,46.004189326588289,625292.0023000001,1562125.9180000001,na,Tpb,"Pittsburg Bluff Formation, East Fork Member",srm.O.ypb.pbl.nd.nd.tfx,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.191624598298802,46.000013192203248,628239.1833000000,1560504.9680000001,na,Tpb,"Pittsburg Bluff Formation, East Fork Member",srm.O.ypb.pbl.nd.nd.tfx,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.141606631430037,46.034694344170539,641354.1388000000,1572735.7690000001,na,Tgr2,Grouse Creek Member,vol.M.cr.gr.wap.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Wapshilla Ridge,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.128870822138182,46.035383336631462,644596.0379000000,1572883.1280000000,na,Tgr2,Grouse Creek Member,vol.M.cr.gr.wap.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Wapshilla Ridge,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.105717310598422,46.011241797515908,650195.6818000000,1563894.2260000000,na,Tco,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.097761766550605,46.002120992729665,652111.3493000000,1560504.9680000001,na,Tco,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.077508602112559,46.041772293430455,657710.9933000000,1574798.7960000001,na,Tco,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.98865000194975,45.987097173718688,679667.4918000000,1554168.5290000001,na,Tos,Oligocene Sediment,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.405350897880908,46.096801494017932,575189.9253000000,1597639.4490000000,Plate 1,Tgr,Grande Ronde Basalt subaerial basalt flows,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.410947454669952,46.035624674396061,572979.5396000000,1575388.2320000001,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.392336025090216,45.94310548261182,576516.1568000000,1541495.6510000001,Plate 1,Ts,Sager Creek formation,srm.O.ypb.sag.nd.nd.trb,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.409595952907239,45.9406585200731,572095.3853000000,1540758.8550000000,Plate 1,Ts,Sager Creek formation,srm.O.ypb.sag.nd.nd.trb,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.195296737883154,46.077940304146857,628239.1833000000,1588945.2640000000,na,Tgr2,Grouse Creek Member,vol.M.cr.gr.wap.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Wapshilla Ridge,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.183826124828713,46.081031217210743,631186.3643000000,1589976.7770000000,na,Tgr2,Grouse Creek Member,vol.M.cr.gr.wap.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Wapshilla Ridge,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.112628625468986,46.111730218919234,649606.2456000000,1600586.6290000000,na,Tgr,Grande Ronde Basalt,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.031513015835785,46.117135502588994,670236.5126000000,1601912.8610000000,na,Tgv,Grays River volcanic rocks,vol.E.ytg.gry.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Grays River Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.041814759336461,46.126613779201783,667731.4087000000,1605449.4770000000,na,Tgv,Grays River volcanic rocks,vol.E.ytg.gry.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Grays River Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.130970079997795,45.95489968501996,643122.4473000000,1543558.6760000000,na,Ts,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.154146037814456,45.954783443366487,637228.0854000000,1543706.0360000001,na,Tps,Pittsburgh Bluff Formation,srm.O.ypb.pbl.nd.nd.tfx,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.159530455355195,45.983361284429201,636196.5720000000,1554168.5290000001,na,TPs,"Pittsburg Bluff Formation, siltstone member",srm.O.ypb.pbl.nd.nd.shf,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.399438853783877,45.694287269077911,571505.9491000000,1450869.8350000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.410101491896469,45.688362132523579,568706.1272000000,1448806.8080000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.387945871500051,45.706701055998693,574600.4892000000,1455290.6050000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.388940035329767,45.726488373903528,574600.4892000000,1462511.2000000000,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.401607249056923,45.760138148258605,571800.6672000000,1474889.3600000001,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.417026384406569,45.813528777849179,568558.7681000000,1494488.1140000001,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.394838937545998,45.809226546279554,574158.4120000000,1492719.8040000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.37802222761411,45.842792169609872,578873.9016000000,1504803.2470000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.388372541050401,45.853049541937615,576368.7977000000,1508634.5810000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.389369388797505,45.872834978907058,576368.7977000000,1515855.1760000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.315306818291333,45.83784404402747,594788.6790000000,1502445.5020000001,na,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.092665152974405,45.723310684397546,650195.6818000000,1458827.2230000000,na,Tcrb,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.13480996771726,45.736116079878876,639585.8302000000,1463837.4310000001,na,Tcrb,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.994649641240841,45.685820532143055,674804.6431000000,1444386.0370000000,na,Tgww,Basalt of Winter Water,vol.M.cr.gr.wtw.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.026318248487556,45.77650450707965,667731.4087000000,1477689.1820000000,na,Tcrb,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.03762945353462,45.771005074777584,664784.2277000000,1475773.5140000000,na,Tcrb,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.019602220005922,45.807775728437591,669794.4354000000,1489035.8280000000,na,Ts,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.035568642944682,45.815920927278434,665815.7411000000,1492130.3680000000,na,Ts,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-122.987840594440172,45.808453296542496,677899.1832000000,1489035.8280000000,figure 4,Tos,Pre-CRB sandstone and siltstone,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-122.95480231183646,45.806319354973766,686298.6490000000,1488004.3140000000,figure 4,Tgh,High MgO Grande Ronde Basalt,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.126292668319692,45.777138446211964,642238.2931000000,1478720.6950000001,na,Tcrb,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.139605816711935,45.765115834522462,638701.6759000000,1474447.2830000001,na,Tpb,Pittsburg Bluff Formation,srm.O.ypb.pbl.nd.nd.shf,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.07217790046316,45.871717734351819,657121.5571000000,1512760.6350000000,na,Ts,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.070622054311471,45.849923191351728,657268.9162000000,1504803.2470000000,na,Ts,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.316768638226264,45.891172884241264,595083.3970000000,1521896.8970000001,na,Tk,Keasey Formation,srm.E.kag.ksy.nd.nd.tfx,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.414262867399131,45.884348691515008,570179.7177000000,1520275.9460000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.324422485263355,45.717549117978578,590957.3437000000,1458679.8650000000,na,Tc,Cowlitz Formation,srm.E.ccg.cwz.nd.nd.dsd,marine sedimentary rocks,Eocene,Coaledo-Cowlitz Group,Cowlitz Formation,No data,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.330088108867741,45.73884083505466,589778.4713000000,1466489.8940000001,na,Tccw,"Cowlitz Formation, Clark and Wilson sandstone member",srm.E.ccg.cwz.caw.nd.dsd,marine sedimentary rocks,Eocene,Coaledo-Cowlitz Group,Cowlitz Formation,Clark and Wilson sandstone member,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.380129689779551,45.746516760456473,577105.5930000000,1469731.7930000001,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.018256883133404,45.908861059337447,671268.0259000000,1525875.5910000000,na,Ts,Scappoose Formation,srm.OM.asg.scp.nd.nd.shf,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-122.971955778308114,45.855679147950553,682467.3137000001,1506129.4790000001,figure 4,Tgl,Low MgO Grande Ronde Basalt,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.998372881988971,45.705145893432899,674067.8479000001,1451459.2700000000,na,Qlb2,Bedrock landslides,sed.Q.qsd.ls.bed.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,Bedrock landslide,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-123.015301856105125,45.709634804777124,669794.4354000000,1453227.5800000001,na,Tcrb,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.985481415389046,45.700568979979366,677309.7470000000,1449690.9620000001,na,Ql,Primary Loess,sed.Q.qsd.lus.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Loess,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.971300439425349,45.692783801044719,680846.3642000000,1446743.7810000000,na,Ql,Primary Loess,sed.Q.qsd.lus.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Loess,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
