X,Y,UNIQUE_ID,DATE,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
1702690.006,1510770.504,LS_273,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1702914.928,1509881.58,LS_275,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1702858.952,1509301.964,LS_276,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1704426.577,1508140.481,LS_277,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1712384.271,1505929.681,LS_278,10/17/07 0:00,na,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1712580.105,1505961.572,LS_279,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1712889.248,1505715.911,LS_280,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1713535.325,1504831.774,LS_281,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1714139.432,1504226.217,LS_282,10/17/07 0:00,na,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1714950.447,1503448.13,LS_283,10/17/07 0:00,na,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1715340.90699999989,1503050.208,LS_284,10/17/07 0:00,na,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1717156.417,1502001.622,LS_285,10/17/07 0:00,na,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1718703.936,1500205.602,LS_287,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1719416.447,1499518.008,LS_288,10/17/07 0:00,na,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1722761.563,1495327.97799999989,LS_289,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
515786.586599999981,1392444.141,LS_290,8/9/06 0:00,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
516670.314399999974,1393409.278,LS_291,8/9/06 0:00,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
556453.1223,1419540.347,LS_293,7/1/08 0:00,na,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
558369.4215,1418894.821,LS_295,7/1/08 0:00,na,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
559024.3135,1418718.215,LS_297,7/1/08 0:00,na,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
560363.492399999988,1419637.183,LS_299,7/1/08 0:00,na,Qf,Fluvial and estuarine deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
561082.2449,1419832.788,LS_301,7/1/08 0:00,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
561397.9185,1419744.582,LS_302,7/1/08 0:00,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
563171.431,1420440.815,LS_303,7/1/08 0:00,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
564370.621099999989,1421009.927,LS_304,7/1/08 0:00,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
566348.511599999969,1424263.8,LS_306,7/2/08 0:00,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
567230.0348,1424007.658,LS_308,7/2/08 0:00,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
567926.1579,1423818.382,LS_309,7/2/08 0:00,na,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
568732.730499999947,1424173.57599999988,LS_310,7/2/08 0:00,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
569084.5538,1424098.018,LS_312,7/2/08 0:00,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
569170.4901,1423864.543,LS_313,7/2/08 0:00,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
569529.4033,1423937.10299999989,LS_314,7/2/08 0:00,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
573649.949799999944,1422724.222,LS_318,7/2/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
573925.3769,1422759.397,LS_320,7/2/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
574048.1968,1422862.458,LS_321,7/2/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
574273.298199999961,1423140.729,LS_322,7/2/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
574752.912699999986,1423403.789,LS_325,7/2/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
574860.865,1423653.13,LS_326,7/2/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
575340.9815,1423799.016,LS_327,7/7/08 0:00,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
577274.4849,1425575.347,LS_328,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
577633.5252,1425583.202,LS_329,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
577931.8734,1425644.088,LS_330,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
578255.795399999944,1425832.357,LS_331,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
578294.725699999952,1426119.833,LS_332,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
578395.008799999952,1426506.541,LS_333,7/7/08 0:00,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
579605.9816,1427900.604,LS_334,7/7/08 0:00,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
580231.7138,1427602.834,LS_335,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
580545.6045,1427967.475,LS_336,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
580674.9435,1428105.904,LS_337,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
581226.464,1428892.822,LS_338,7/7/08 0:00,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
581754.48,1429550.538,LS_339,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
582293.045799999963,1430827.479,LS_341,7/7/08 0:00,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
640818.724,585688.223899999983,LS_342,10/6/08 0:00,na,Tia,Andesite dikes and sills,intr.E.ewc.nd.nd.nd.and,intrusive rocks,Eocene,Early Western Cascade Volcanics,No data,No data,no data,andesite,no data,no data,no data,no data,no data,no data,plutonic
647108.0437,586116.2981,LS_348,9/25/08 0:00,na,Tc,Colestin Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
648864.0527,584030.9448,LS_350,9/25/08 0:00,na,Tc,Colestin Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
655030.4097,581476.834,LS_351,9/25/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
655573.2828,580515.387499999953,LS_352,9/25/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
656367.281399999978,578616.809699999983,LS_354,9/25/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
657147.115499999956,578027.2806,LS_355,9/25/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
658977.804499999969,576352.4995,LS_356,9/25/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
659498.521199999959,575739.839,LS_358,9/25/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
661602.7142,574664.9268,LS_360,9/24/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
662076.152899999986,574672.754,LS_362,9/24/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
662426.691,574806.865899999975,LS_363,9/24/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
663508.7909,574651.323199999984,LS_366,9/24/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
663823.2347,574514.5148,LS_367,9/24/08 0:00,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
1358691.717,183599.4239,LS_368,7/19/07 0:00,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
1360991.24,182336.902,LS_369,7/19/07 0:00,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
1361005.976,182422.796299999987,LS_370,7/19/07 0:00,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
1361174.988,182533.6625,LS_371,7/19/07 0:00,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
1363970.893,179948.5197,LS_372,7/19/07 0:00,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
