X,Y,REF_ID_COD,UNIQUE_ID,DATE,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,nlcd_2006_
1847485.538,1504276.089,ODOT2011,LS_106,10/18/07,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,0
1847996.846,1507867.8,ODOT2011,LS_107,10/18/07,Tu,Undivided Umatilla flows,vol.M.cr.sm.ut.nd.bta,volcanic rocks,Miocene,Columbia River Basalt Group,Saddle Mountain Basalt,Basalt of Umatilla,no data,basalt trachyandesite,0
1847969.003,1507897.335,ODOT2011,LS_108,10/18/07,Tu,Undivided Umatilla flows,vol.M.cr.sm.ut.nd.bta,volcanic rocks,Miocene,Columbia River Basalt Group,Saddle Mountain Basalt,Basalt of Umatilla,no data,basalt trachyandesite,0
2017299.463,1413207.544,ODOT2011,LS_109,11/15/07,Tob,Olivine basalt,vol.M.pr.nd.lcc.nd.bas,volcanic rocks,Miocene,Powder River Volcanic Field,No data,Little Catherine Creek member,no data,basalt,0
2017508.567,1412588.522,ODOT2011,LS_110,11/15/07,Tob,Olivine basalt,vol.M.pr.nd.lcc.nd.bas,volcanic rocks,Miocene,Powder River Volcanic Field,No data,Little Catherine Creek member,no data,basalt,0
2018353.574,1411869.578,ODOT2011,LS_111,11/15/07,Tob,Olivine basalt,vol.M.pr.nd.lcc.nd.bas,volcanic rocks,Miocene,Powder River Volcanic Field,No data,Little Catherine Creek member,no data,basalt,0
2018664.679,1411456.782,ODOT2011,LS_112,11/15/07,Tob,Olivine basalt,vol.M.pr.nd.lcc.nd.bas,volcanic rocks,Miocene,Powder River Volcanic Field,No data,Little Catherine Creek member,no data,basalt,0
2018838.024,1411101.855,ODOT2011,LS_113,11/15/07,Tob,Olivine basalt,vol.M.pr.nd.lcc.nd.bas,volcanic rocks,Miocene,Powder River Volcanic Field,No data,Little Catherine Creek member,no data,basalt,0
2020587.788,1410936.104,ODOT2011,LS_114,11/15/07,Tgr2,Upper flows of reversed magnetic polarity,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,0
2230333.734,1169599.524,ODOT2011,LS_115,11/15/07,Ti,Imnaha Basalt,vol.M.cr.im.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Imnaha Basalt,No data,no data,basalt,0
2236110.628,1174010.81,ODOT2011,LS_116,11/15/07,Ti,Imnaha Basalt,vol.M.cr.im.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Imnaha Basalt,No data,no data,basalt,0
2236364.472,1174244.502,ODOT2011,LS_117,11/15/07,Ti,Imnaha Basalt,vol.M.cr.im.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Imnaha Basalt,No data,no data,basalt,0
1214005.413,890349.0089,ODOT2011,LS_118,6/26/07,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,42
1214023.95,890181.3222,ODOT2011,LS_119,6/26/07,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,42
1214236.809,889676.4052,ODOT2011,LS_120,6/26/07,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,42
1225108.302,878347.8842,ODOT2011,LS_121,6/26/07,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,42
1226774.158,874917.7073,ODOT2011,LS_122,6/26/07,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,82
1228125.72,869303.2182,ODOT2011,LS_123,6/25/07,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,81
1227909.796,869878.6424,ODOT2011,LS_124,6/25/07,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,71
1228154.227,870556.747,ODOT2011,LS_125,6/25/07,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,43
1228913.706,870858.9524,ODOT2011,LS_126,6/25/07,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,82
1229147.469,870752.1293,ODOT2011,LS_127,6/25/07,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,82
1229502.859,870477.7785,ODOT2011,LS_128,6/25/07,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,82
1236195.626,860851.0545,ODOT2011,LS_129,6/25/07,water,no data,no data,no data,no data,no data,no data,no data,no data,no data,42
1236497.335,861050.377,ODOT2011,LS_130,6/25/07,water,no data,no data,no data,no data,no data,no data,no data,no data,no data,82
1236677.183,861126.3143,ODOT2011,LS_131,6/25/07,water,no data,no data,no data,no data,no data,no data,no data,no data,no data,82
757820.0764,877765.0016,ODOT2011,LS_132,8/22/07,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,22
453915.1854,1300668.095,ODOT2011,LS_133,8/9/06,Qf,Fluvial and estuarine deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,82
388750.4423,1109590.919,ODOT2011,LS_134,8/23/07,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,52
386647.2405,1095001.494,ODOT2011,LS_135,8/23/07,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,42
386446.1076,1094108.381,ODOT2011,LS_136,8/23/07,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,71
755802.6352,977988.8202,ODOT2011,LS_137,1/19/06,Tmbf,Tholeiitic basalt,Twcl,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,no data,no data,Tmbf,basalt,42
760659.649,977289.4275,ODOT2011,LS_138,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
761507.0728,977077.9386,ODOT2011,LS_139,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
762098.4078,976663.7375,ODOT2011,LS_140,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,43
772160.4259,974394.2667,ODOT2011,LS_141,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
772269.9636,973539.6959,ODOT2011,LS_142,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
774853.6499,973151.9757,ODOT2011,LS_143,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,90
774980.584,973158.7028,ODOT2011,LS_144,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,90
775073.8609,973168.1066,ODOT2011,LS_145,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,90
775297.0387,973177.2484,ODOT2011,LS_146,1/19/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,43
778712.3117,972589.4354,ODOT2011,LS_147,1/23/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,52
781297.0699,971048.1755,ODOT2011,LS_148,1/23/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,52
781335.5387,970853.313,ODOT2011,LS_149,1/23/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,41
781796.1401,970411.7585,ODOT2011,LS_150,1/23/06,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
806810.4544,971923.1181,ODOT2011,LS_151,1/23/06,Qtl,Quaternary lower terrace,sed.Q.qsd.ter.lin.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,Linn Gravels,no data,mixed grained sediments,43
807454.707,971874.8396,ODOT2011,LS_152,1/23/06,Qtl,Quaternary lower terrace,sed.Q.qsd.ter.lin.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,Linn Gravels,no data,mixed grained sediments,71
810469.8885,971290.958,ODOT2011,LS_153,1/23/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,52
810758.4879,971366.0144,ODOT2011,LS_154,1/23/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,43
811056.5148,971253.3225,ODOT2011,LS_155,1/23/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,41
813316.1969,969670.626,ODOT2011,LS_156,2/13/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,42
813809.623,969555.5338,ODOT2011,LS_157,2/13/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,82
814153.6155,969724.1453,ODOT2011,LS_158,2/13/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,82
815736.4564,970289.0509,ODOT2011,LS_159,2/13/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,82
817245.9039,971072.6558,ODOT2011,LS_160,2/13/06,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,42
819850.1657,972822.2808,ODOT2011,LS_161,2/13/06,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,23
820699.2602,973001.2789,ODOT2011,LS_162,2/13/06,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,71
820716.4157,972980.7913,ODOT2011,LS_163,2/13/06,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,71
822245.7835,973016.876,ODOT2011,LS_164,2/13/06,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,21
823711.0285,972692.3228,ODOT2011,LS_165,2/13/06,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,41
823876.2848,973039.8386,ODOT2011,LS_166,2/13/06,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,82
828528.3028,971462.9783,ODOT2011,LS_167,8/17/07,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,41
835780.6837,972238.0712,ODOT2011,LS_168,1/16/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,90
839343.961,972844.1617,ODOT2011,LS_169,1/16/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,52
840650.5807,973155.3041,ODOT2011,LS_170,1/16/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,41
848667.6319,971738.8504,ODOT2011,LS_171,10/1/08,Dike,Dike,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,90
848374.7927,972070.2661,ODOT2011,LS_172,1/16/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,71
849424.9465,971914.1617,ODOT2011,LS_173,10/1/08,Dike,Dike,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
849341.5502,971852.8734,ODOT2011,LS_174,10/1/08,Dike,Dike,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
849809.5344,971967.8373,ODOT2011,LS_175,10/1/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,42
850089.4203,971838.7979,ODOT2011,LS_176,10/1/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,42
850753.4954,970998.1909,ODOT2011,LS_177,10/1/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,42
851125.8022,970967.0692,ODOT2011,LS_178,10/1/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,42
851381.8061,970910.2871,ODOT2011,LS_179,10/1/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,42
851535.5187,970910.5607,ODOT2011,LS_180,10/1/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,42
851989.187,970700.1795,ODOT2011,LS_181,10/1/08,Tib1,Intrusive basalt and andesite intrusions,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,42
852194.7398,970234.9318,ODOT2011,LS_182,10/1/08,Tib1,Intrusive basalt and andesite intrusions,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,52
852982.6329,970155.81,ODOT2011,LS_183,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,21
853178.1027,970038.021,ODOT2011,LS_184,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,43
853286.3891,969944.647,ODOT2011,LS_185,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,82
853868.56,969822.3845,ODOT2011,LS_186,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,43
854127.1854,969718.1519,ODOT2011,LS_187,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,41
854339.9094,969617.5528,ODOT2011,LS_188,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,81
854511.897,969512.2467,ODOT2011,LS_189,10/1/08,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,52
860161.8068,971360.1719,ODOT2011,LS_190,5/6/08,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,41
862100.0928,972999.8445,ODOT2011,LS_191,8/17/07,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,41
940016.4173,980886.6017,ODOT2011,LS_192,6/28/06,Qyc,Younger cinder deposits,vp.R.lhc.cpl.nd.nd.mix,vent and pyroclastic rocks,Recent,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,mixed lithologies,42
940132.3009,980459.2339,ODOT2011,LS_193,6/28/06,Qyc,Younger cinder deposits,vp.R.lhc.cpl.nd.nd.mix,vent and pyroclastic rocks,Recent,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,mixed lithologies,41
940848.4058,979716.456,ODOT2011,LS_194,6/28/06,Qyc,Younger cinder deposits,vp.R.lhc.cpl.nd.nd.mix,vent and pyroclastic rocks,Recent,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,mixed lithologies,52
952496.5469,976558.6135,ODOT2011,LS_195,6/22/06,Qah,Andesite of Hogg Rock and Hayrick Butte,vol.Q.lhc.mcv.nd.nd.and,volcanic rocks,Quaternary,Late High Cascade Volcanics,Miscellaneous Cascade Volcanics,No data,no data,andesite,82
954325.643,976082.666,ODOT2011,LS_196,6/22/06,Qba,Basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,81
968916.5295,977607.5148,ODOT2011,LS_197,6/28/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,41
981839.6939,975224.4747,ODOT2011,LS_198,6/21/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,41
982538.2487,975496.1919,ODOT2011,LS_199,6/21/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,52
982761.0991,975645.8041,ODOT2011,LS_200,6/21/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,52
982967.9875,975764.6673,ODOT2011,LS_201,6/21/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,52
983377.519,975965.8986,ODOT2011,LS_202,6/16/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,42
983747.2408,976103.0505,ODOT2011,LS_203,6/16/06,Qoba,Older basaltic andesite,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,41
985167.9396,976621.2336,ODOT2011,LS_204,6/16/06,Qgs,"Till of Suttle Lake advance (of Cabot Creek glaciation of Scott, 1977)",sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Canyon Creek advance,mixed grained sediments,42
985564.897,976760.5131,ODOT2011,LS_205,6/15/06,Qgs,"Till of Suttle Lake advance (of Cabot Creek glaciation of Scott, 1977)",sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Canyon Creek advance,mixed grained sediments,23
985956.4049,976866.0026,ODOT2011,LS_206,6/15/06,Qgs,"Till of Suttle Lake advance (of Cabot Creek glaciation of Scott, 1977)",sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Canyon Creek advance,mixed grained sediments,43
986627.6555,977060.6302,ODOT2011,LS_207,6/15/06,Qgs,"Till of Suttle Lake advance (of Cabot Creek glaciation of Scott, 1977)",sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Canyon Creek advance,mixed grained sediments,41
989264.6611,977874.8944,ODOT2011,LS_208,6/28/06,Qgs,"Till of Suttle Lake advance (of Cabot Creek glaciation of Scott, 1977)",sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Canyon Creek advance,mixed grained sediments,42
