,UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS,Annual_Cos,Repair_Cos,coolingdegreedays,coolingdegreedaysnormal,heatingdegreedays,heatingdegreedaysnormal,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi
398,LS_398,-123.1768072,45.61480831,7/8/08 0:00,Fill Failure,0,0,6,4,0,2,56,89,91,18,51,71,340,7,45,21,50,0,0
399,LS_399,-123.1755579,45.61472529,7/8/08 0:00,Fill Failure,0,0,6,4,0,2,56,89,91,18,51,71,340,7,45,21,50,0,0
400,LS_400,-123.1744409,45.61465146,7/8/08 0:00,Fill Failure,0,0,6,4,0,2,56,89,91,18,51,71,340,7,45,21,50,0,0
401,LS_401,-123.1734805,45.61458731,7/8/08 0:00,Fill Failure,0,0,6,4,0,2,56,89,91,18,51,71,340,7,45,21,50,0,0
402,LS_402,-123.1718085,45.61447742,7/8/08 0:00,Fill Failure,0,0,6,4,0,2,56,89,91,18,51,71,340,7,45,21,50,0,0
403,LS_403,-123.1666182,45.61402888,7/9/08 0:00,Fill Failure,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
404,LS_404,-123.1586925,45.61132969,7/9/08 0:00,Fill Failure,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
405,LS_405,-123.1542575,45.6111069,7/9/08 0:00,Fill Failure,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
406,LS_406,-123.1515886,45.61116493,7/9/08 0:00,Fill Failure,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
407,LS_407,-123.148925,45.6111243,7/9/08 0:00,Fill Failure,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
408,LS_408,-123.7423185,45.06208266,8/21/07 0:00,Fill Failure,0,0,4,3,0,2,61,96,79,14,58,69,238,4,55,47,59,0,T
409,LS_409,-123.7308016,45.06325169,7/25/06 0:00,Landslide,0,0,10,,0,,58,83,90,14,53,74,310,5,42,26,59,0,0
410,LS_410,-123.6849942,45.05829847,8/21/07 0:00,Fill Failure,90000,1244030,4,3,0,2,61,96,79,14,58,69,238,4,55,47,59,0,T
411,LS_411,-120.6014292,44.32014998,6/27/07 0:00,Landslide,3795.580078,1588270,1,2,0,4,43,71,86,20,37,66,322,7,30,17,46,0,0
412,LS_412,-120.3857463,44.5015434,6/27/07 0:00,Landslide,1180.76001,4522.339844,4,,0,,43,50,87,16,37,69,269,5,32,21,51,0,0
413,LS_413,-120.385686,44.5014632,6/27/07 0:00,Landslide,1180.76001,43449.80078,4,,0,,43,50,87,16,37,69,269,5,32,21,51,0,0
414,LS_414,-120.3831588,44.50281807,6/27/07 0:00,Landslide,1180.76001,27995,4,,0,,43,50,87,16,37,69,269,5,32,21,51,0,0
461,LS_461,-123.5487569,45.85798967,7/9/08 0:00,Fill Failure,628.289978,1650060,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
462,LS_462,-123.5389932,45.85372203,7/9/08 0:00,Landslide,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
463,LS_463,-123.5301638,45.84950268,7/9/08 0:00,Landslide,9001,1312620,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
464,LS_464,-123.528496,45.84915037,7/9/08 0:00,Landslide,8568.25,965612,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
465,LS_465,-123.5267193,45.84730456,7/9/08 0:00,Landslide,15419.2002,12935500,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
466,LS_466,-123.5230693,45.84332891,7/9/08 0:00,Landslide,0,0,8,4,0,2,57,86,90,18,51,73,323,9,41,27,55,0,0
468,LS_468,-123.5049208,45.83032162,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
469,LS_469,-123.5012472,45.82968999,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
470,LS_470,-123.4991839,45.82925229,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
471,LS_471,-123.498577,45.82920983,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
472,LS_472,-123.4959506,45.82797642,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
473,LS_473,-123.4948557,45.82721107,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
474,LS_474,-123.4939015,45.82186666,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
475,LS_475,-123.4939398,45.82137059,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
476,LS_476,-123.4939448,45.82055788,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
477,LS_477,-123.4938145,45.81969225,7/15/08 0:00,Landslide,223.2850037,1589040,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
478,LS_478,-123.4934573,45.81852002,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
479,LS_479,-123.4909399,45.81507177,7/15/08 0:00,Landslide,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
480,LS_480,-123.4834876,45.8105836,7/15/08 0:00,Fill Failure,0,0,11,4,0,1,53,67,92,17,48,76,330,6,43,21,59,0,0
481,LS_481,-123.4544978,45.79132378,7/17/08 0:00,Fill Failure,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
482,LS_482,-123.4514682,45.79048914,7/17/08 0:00,Fill Failure,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
483,LS_483,-123.4313458,45.78111769,7/17/08 0:00,Fill Failure,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
484,LS_484,-123.404897,45.77464569,7/17/08 0:00,Fill Failure,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
485,LS_485,-123.3954773,45.77276076,7/17/08 0:00,Landslide,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
486,LS_486,-123.3850809,45.77275228,7/17/08 0:00,Landslide,731.7000122,1574810,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
487,LS_487,-123.3824618,45.77325593,7/17/08 0:00,Landslide,645.1500244,1265170,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
488,LS_488,-123.3549025,45.77989837,7/17/08 0:00,Fill Failure,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
489,LS_489,-123.3201014,45.76979022,7/17/08 0:00,Fill Failure,0,0,0,4,2,1,54,100,81,17,47,63,306,5,37,21,45,0,0
491,LS_491,-123.2774868,45.74926331,7/21/08 0:00,Fill Failure,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
492,LS_492,-123.277295,45.74891926,7/21/08 0:00,Fill Failure,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
493,LS_493,-123.2769205,45.74854778,7/21/08 0:00,Landslide,8072.600098,1258050,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
494,LS_494,-123.2761371,45.74750125,7/21/08 0:00,Landslide,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
495,LS_495,-123.2749906,45.74629536,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
496,LS_496,-123.2736539,45.74472498,7/21/08 0:00,Fill Failure,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
497,LS_497,-123.2720369,45.74298018,7/21/08 0:00,Fill Failure,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
498,LS_498,-123.2715383,45.74248387,7/21/08 0:00,Fill Failure,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
499,LS_499,-123.2696766,45.74149468,7/21/08 0:00,Fill Failure,0,0,3,,0,,56,86,81,17,53,68,356,9,47,42,55,4,0
500,LS_500,-123.2624908,45.73794918,7/21/08 0:00,Fill Failure,0,0,0,4,0,1,57,86,82,21,50,65,328,6,42,36,47,0,0
501,LS_501,-123.2467572,45.72734198,7/21/08 0:00,Fill Failure,0,0,3,,0,,56,86,81,17,53,68,356,9,47,42,55,4,0
502,LS_502,-123.2406617,45.72470732,7/21/08 0:00,Fill Failure,0,0,3,,0,,56,86,81,17,53,68,356,9,47,42,55,4,0
503,LS_503,-123.2383116,45.72101109,7/21/08 0:00,Fill Failure,0,0,3,,0,,56,86,81,17,53,68,356,9,47,42,55,4,0
504,LS_504,-123.2330134,45.70943532,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
505,LS_505,-123.232841,45.7092335,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
506,LS_506,-123.232558,45.70913849,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
507,LS_507,-123.2318895,45.7086713,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
508,LS_508,-123.2275026,45.70419412,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
509,LS_509,-123.2237726,45.7034975,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
510,LS_510,-123.2194559,45.70097801,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
511,LS_511,-123.215133,45.69718285,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
512,LS_512,-123.2140625,45.69600345,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
513,LS_513,-123.2125572,45.69324669,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
514,LS_514,-123.2112426,45.69044594,8/11/08 0:00,Fill Failure,0,0,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
515,LS_515,-123.2088585,45.68886574,8/11/08 0:00,Fill Failure,336.5360107,1754920,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
516,LS_516,-123.1162588,45.63796041,8/11/08 0:00,Fill Failure,0,139772,5,,0,,59,93,83,13,56,70,348,4,53,42,56,0,0
517,LS_517,-122.712056,45.50701218,10/12/07 0:00,Landslide,0,11519,0,0,8,9,52,100,65,10,50,57,311,4,47,52,49,0,0.02
518,LS_518,-122.7080827,45.50955747,10/12/07 0:00,Landslide,0,20450,0,0,8,9,52,100,65,10,50,57,311,4,47,52,49,0,0.02
521,LS_521,-122.701955,45.51357011,10/12/07 0:00,Landslide,14762,1166500,0,0,8,9,52,100,65,10,50,57,311,4,47,52,49,0,0.02
528,LS_528,-119.9867764,43.01808655,7/19/07 0:00,Landslide,2292.5,85890,0,,8,,43,76,73,15,36,57,166,6,30,20,41,0,0
529,LS_529,-120.0869906,42.79098664,7/19/07 0:00,Fill Failure,0,0,0,,8,,43,76,73,15,36,57,166,6,30,20,41,0,0
530,LS_530,-120.1851542,42.62242921,7/19/07 0:00,Fill Failure,0,0,0,,8,,43,76,73,15,36,57,166,6,30,20,41,0,0
531,LS_531,-120.2068737,42.55392658,7/19/07 0:00,Fill Failure,0,0,0,,8,,43,76,73,15,36,57,166,6,30,20,41,0,0
547,LS_547,-121.2317971,44.72409667,8/14/07 0:00,Fill Failure,0,0,5,4,0,2,46,76,92,15,37,70,336,5,23,8,47,0,0
549,LS_549,-121.2031561,44.72134221,8/14/07 0:00,Landslide,809.8599854,389686,5,4,0,2,46,76,92,15,37,70,336,5,23,8,47,0,0
551,LS_551,-121.2023042,44.72102965,8/14/07 0:00,Landslide,0,0,5,4,0,2,46,76,92,15,37,70,336,5,23,8,47,0,0
554,LS_554,-123.2708815,44.05266306,8/22/07 0:00,Fill Failure,15356,3142260,2,3,0,1,57,93,78,16,55,67,356,7,52,40,55,0,0
555,LS_555,-122.6564411,45.29495799,8/28/07 0:00,Landslide,342.2099915,268031,4,,0,,51,86,86,12,47,69,23,5,40,20,52,0,0
556,LS_556,-123.244733,43.21171709,10/9/08 0:00,Landslide,106.6699982,116754,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
557,LS_557,-123.2438983,43.21189852,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
558,LS_558,-123.2427845,43.21270064,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
559,LS_559,-123.2350888,43.2240775,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
560,LS_560,-123.2313278,43.22976546,10/9/08 0:00,Landslide,120.2799988,152896,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
561,LS_561,-123.2236084,43.24371774,10/9/08 0:00,Landslide,120.2799988,23111.5,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
562,LS_562,-123.2214444,43.24754708,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
563,LS_563,-123.2208655,43.24871222,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
564,LS_564,-123.218451,43.253656,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
565,LS_565,-123.2186062,43.25386449,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
566,LS_566,-123.2181671,43.25420152,10/9/08 0:00,Fill Failure,395.3599854,98684.89844,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
567,LS_567,-123.2091826,43.26489541,10/9/08 0:00,Fill Failure,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
568,LS_568,-123.2083624,43.26557161,10/9/08 0:00,Landslide,0,287629,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
569,LS_569,-123.2044034,43.26918036,10/9/08 0:00,Landslide,395.3599854,78806.5,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
570,LS_570,-123.1773495,43.29396841,10/9/08 0:00,Landslide,120.2799988,48697.80078,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
571,LS_571,-123.174545,43.29737209,10/9/08 0:00,Landslide,120.2799988,10631.40039,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
572,LS_572,-123.1717989,43.30018753,10/9/08 0:00,Landslide,0,0,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
573,LS_573,-123.1541638,43.3030752,10/9/08 0:00,Landslide,60.13999939,5877.779785,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
574,LS_574,-123.1100104,43.29803911,10/9/08 0:00,Landslide,120.2799988,29089.30078,0,0,17,7,42,93,53,16,41,48,328,3,38,68,43,0,0.11
575,LS_575,-123.1054536,43.29608671,10/6/08 0:00,Fill Failure,2128.860107,1118790,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
576,LS_576,-123.1045193,43.29615136,10/6/08 0:00,Landslide,3187.76001,204772,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
578,LS_578,-123.1031452,43.29665551,10/6/08 0:00,Fill Failure,0,0,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
579,LS_579,-123.0722132,43.31022295,10/6/08 0:00,Fill Failure,0,0,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
580,LS_580,-123.0615543,43.31787379,10/6/08 0:00,Fill Failure,100.7470016,112206,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
581,LS_581,-123.0463414,43.32248435,10/6/08 0:00,Fill Failure,0,0,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
583,LS_583,-123.0311408,43.32248873,10/6/08 0:00,Fill Failure,245.2079926,81722.20313,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
584,LS_584,-123.028817,43.32286376,10/6/08 0:00,Fill Failure,0,0,1,0,0,6,54,100,79,9,51,66,150,2,45,30,52,0,0.01
585,LS_585,-122.9364319,43.29918222,9/24/08 0:00,Landslide,0,0,0,,2,,45,83,82,8,41,64,337,1,33,18,46,0,0
586,LS_586,-122.9361693,43.29910147,9/24/08 0:00,Fill Failure,479.6799927,367772,0,,2,,45,83,82,8,41,64,337,1,33,18,46,0,0
588,LS_588,-122.9024698,43.29926328,9/24/08 0:00,Landslide,1375.829956,37557.19922,0,,2,,45,83,82,8,41,64,337,1,33,18,46,0,0
589,LS_589,-122.9014538,43.29935308,9/24/08 0:00,Fill Failure,479.6799927,458421,0,,2,,45,83,82,8,41,64,337,1,33,18,46,0,0
590,LS_590,-122.8977084,43.29895659,9/24/08 0:00,Fill Failure,479.6799927,82554.60156,0,,2,,45,83,82,8,41,64,337,1,33,18,46,0,0
591,LS_591,-122.8964239,43.2985848,9/24/08 0:00,Fill Failure,479.6799927,53952.69922,0,,2,,45,83,82,8,41,64,337,1,33,18,46,0,0
593,LS_593,-122.8815162,43.2982204,9/23/08 0:00,Fill Failure,508.7099915,867887,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
594,LS_594,-122.8807461,43.29827889,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
595,LS_595,-122.8801212,43.29835973,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
597,LS_597,-122.8766914,43.29911835,9/23/08 0:00,Fill Failure,1089.790039,290122,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
598,LS_598,-122.8754411,43.29946688,9/23/08 0:00,Fill Failure,1234.040039,223390,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
599,LS_599,-122.8742483,43.29967902,9/23/08 0:00,Fill Failure,1205.189941,345538,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
600,LS_600,-122.8730236,43.29980182,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
601,LS_601,-122.8722195,43.29991539,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
602,LS_602,-122.870486,43.30095393,9/23/08 0:00,Landslide,0,128012,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
603,LS_603,-122.8703099,43.30105657,9/23/08 0:00,Fill Failure,1205.189941,653611,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
604,LS_604,-122.8693077,43.30223711,9/23/08 0:00,Landslide,2367.689941,145478,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
605,LS_605,-122.8638306,43.30426811,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
606,LS_606,-122.8631755,43.30441627,9/23/08 0:00,Fill Failure,559.3099976,137439,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
607,LS_607,-122.862146,43.30451811,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
608,LS_608,-122.8613343,43.30456701,9/23/08 0:00,Landslide,0,125682,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
609,LS_609,-122.8609079,43.30446007,9/23/08 0:00,Fill Failure,206.4649963,490354,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
610,LS_610,-122.8567465,43.30620518,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
612,LS_612,-122.8558079,43.30628263,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
614,LS_614,-122.851991,43.30681014,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
615,LS_615,-122.8517613,43.30702262,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
617,LS_617,-122.8482425,43.31163755,9/23/08 0:00,Landslide,240.5599976,29628.90039,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
618,LS_618,-122.8480961,43.31164746,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
619,LS_619,-122.8422732,43.31249893,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
620,LS_620,-122.8395851,43.31264769,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
621,LS_621,-122.838648,43.31272099,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
622,LS_622,-122.8352588,43.3128538,9/23/08 0:00,Fill Failure,0,0,0,,6,,44,86,75,6,42,59,315,1,38,31,43,0,0
623,LS_623,-122.8300194,43.3154222,9/22/08 0:00,Landslide,240.5599976,7052.299805,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
624,LS_624,-122.8280832,43.3180009,9/22/08 0:00,Fill Failure,0,0,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
626,LS_626,-122.8255045,43.31843052,9/22/08 0:00,Fill Failure,530.460022,255844,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
627,LS_627,-122.8247304,43.31856618,9/22/08 0:00,Fill Failure,0,0,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
629,LS_629,-122.8234829,43.31900983,9/22/08 0:00,Fill Failure,530.460022,130778,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
631,LS_631,-122.8173559,43.32091033,9/22/08 0:00,Landslide,0,0,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
632,LS_632,-122.8166412,43.32117429,9/22/08 0:00,Fill Failure,0,0,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
635,LS_635,-122.8082372,43.32157377,9/22/08 0:00,Fill Failure,0,0,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
638,LS_638,-122.8047558,43.32532831,9/22/08 0:00,Fill Failure,0,0,0,2,8,3,52,93,67,14,45,57,2,4,39,37,47,0,T
641,LS_641,-122.795434,43.32552558,9/9/08 0:00,Landslide,240.5599976,39249.19922,3,4,0,1,51,77,82,16,48,68,339,4,46,30,54,0,0
643,LS_643,-122.7918904,43.32989913,9/9/08 0:00,Landslide,962.2399902,330890,3,4,0,1,51,77,82,16,48,68,339,4,46,30,54,0,0
649,LS_649,-122.7743243,43.33690575,9/9/08 0:00,Fill Failure,0,0,3,4,0,1,51,77,82,16,48,68,339,4,46,30,54,0,0
650,LS_650,-122.7626773,43.34104134,9/9/08 0:00,Fill Failure,0,0,3,4,0,1,51,77,82,16,48,68,339,4,46,30,54,0,0
651,LS_651,-122.7534744,43.34409999,9/9/08 0:00,Fill Failure,0,0,3,4,0,1,51,77,82,16,48,68,339,4,46,30,54,0,0
656,LS_656,-122.7190693,43.33686146,9/10/08 0:00,Landslide,2293.050049,684626,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
658,LS_658,-122.7169053,43.33650619,9/10/08 0:00,Landslide,311.9649963,0,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
660,LS_660,-122.7083072,43.33359194,9/10/08 0:00,Landslide,120.2799988,41393.30078,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
661,LS_661,-122.708089,43.33340345,9/10/08 0:00,Fill Failure,270.4899902,134733,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
667,LS_667,-122.6951028,43.32414345,9/10/08 0:00,Landslide,120.2799988,11643.2998,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
668,LS_668,-122.6943172,43.32145922,9/10/08 0:00,Landslide,120.2799988,65596.70313,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
669,LS_669,-122.6937893,43.32033994,9/10/08 0:00,Landslide,1398.339966,31173.90039,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
672,LS_672,-122.6815766,43.31006391,9/10/08 0:00,Landslide,0,0,1,3,0,2,49,86,82,16,46,66,8,4,43,24,49,0,0
679,LS_679,-122.6610137,43.30041946,9/11/08 0:00,Landslide,2706.639893,204588,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
683,LS_683,-122.6433947,43.2975672,9/11/08 0:00,Fill Failure,0,960153,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
684,LS_684,-122.6370286,43.29744941,9/11/08 0:00,Landslide,120.2799988,196217,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
685,LS_685,-122.6360035,43.29676192,9/11/08 0:00,Fill Failure,0,0,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
687,LS_687,-122.6315089,43.29518758,9/11/08 0:00,Landslide,962.2399902,16553.69922,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
691,LS_691,-122.6243476,43.29476798,9/11/08 0:00,Landslide,240.5599976,388491,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
692,LS_692,-122.6219367,43.29412104,9/11/08 0:00,Debris Flow,567.4199829,49800.19922,8,3,0,2,47,77,96,13,42,73,3,2,35,13,50,0,0
701,LS_701,-122.5276883,43.30261423,10/8/08 0:00,Landslide,349.5849915,24262.69922,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
702,LS_702,-122.5258377,43.30388958,10/8/08 0:00,Fill Failure,285.8200073,39598.80078,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
704,LS_704,-122.5135818,43.30453196,10/8/08 0:00,Debris Flow,481.1199951,34940.5,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
705,LS_705,-122.5085868,43.30559323,10/8/08 0:00,Landslide,3187.76001,2598210,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
706,LS_706,-122.5076909,43.30560036,10/8/08 0:00,Landslide,231.5800018,561779,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
707,LS_707,-122.503492,43.30389637,10/8/08 0:00,Fill Failure,1644.23999,571983,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
708,LS_708,-122.5019518,43.30289598,10/8/08 0:00,Fill Failure,479.6799927,497827,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
710,LS_710,-122.4975045,43.301362,10/8/08 0:00,Fill Failure,0,0,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
711,LS_711,-122.4962468,43.30066062,10/8/08 0:00,Landslide,0,0,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
712,LS_712,-122.4956758,43.30067767,10/8/08 0:00,Fill Failure,687.039978,566701,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
